Site_Name,Date,do_percent,pH,Nitrate,Nitrite,Ammonia,Phosphorus,Chloride,Year,Month,soluble_nitrogen
"North Canadian River: Lake Road, Shawnee",2006-02-24,93.0,7.5,2.0,0.08,0.1,0.08,70.0,2006,2,2.18
"North Canadian River: Lake Road, Shawnee",2006-04-21,80.0,7.5,2.0,0.15,0.1,0.1,95.0,2006,4,2.25
"North Canadian River: Lake Road, Shawnee",2006-08-22,80.0,,2.0,0.15,,0.067,75.0,2006,8,2.18
"North Canadian River: Lake Road, Shawnee",2006-09-21,,,2.0,0.15,0.6,0.007,90.0,2006,9,2.75
North Fork Creek: Estates Park Bridge,2012-02-11,105.0,7.9,,,0.1,0.013333333,55.0,2012,2,0.43
North Fork Creek: Estates Park Bridge,2012-03-11,110.0,7.8,1.0,,0.1,0.233333333,20.0,2012,3,1.13
North Fork Creek: Estates Park Bridge,2012-04-18,91.0,7.8,,,0.1,0.1,85.0,2012,4,0.43
North Fork Creek: Estates Park Bridge,2012-05-10,85.0,7.8,,,0.1,0.007,100.0,2012,5,0.43
North Fork Creek: Estates Park Bridge,2012-06-10,105.0,7.7,,,0.1,0.007,60.0,2012,6,0.43
North Fork Creek: Estates Park Bridge,2012-07-05,,,,,,,,2012,7,0.36
North Fork Creek: Estates Park Bridge,2012-09-16,64.0,7.8,,,0.1,0.1,20.0,2012,9,0.43
North Fork Creek: Estates Park Bridge,2012-11-03,57.0,7.7,,,0.1,0.046666667,75.0,2012,11,0.43
North Fork Creek: Estates Park Bridge,2013-02-12,111.0,7.5,1.0,,0.5,0.153333333,15.0,2013,2,1.53
North Fork Creek: Estates Park Bridge,2014-04-28,,7.0,1.0,0.03,0.03,0.007,70.0,2014,4,1.06
North Fork Creek: Estates Park Bridge,2014-05-24,140.0,7.8,0.3,0.03,0.2,0.007,65.0,2014,5,0.53
North Fork Creek: Estates Park Bridge,2014-07-27,,7.6,0.3,0.03,0.03,0.047,70.0,2014,7,0.36
North Fork of Little River: SE 34th St.,2018-02-24,97.0,7.8,2.0,0.03,0.05,0.167,30.0,2018,2,2.08
North Fork of Little River: SE 34th St.,2018-03-31,125.0,7.9,0.3,0.03,0.03,0.007,60.0,2018,3,0.36
North Fork of Little River: SE 34th St.,2018-05-05,111.0,7.7,1.5,0.03,0.03,0.08,50.0,2018,5,1.56
North Fork of Little River: SE 34th St.,2018-06-02,155.0,8.0,0.3,0.03,0.03,0.06,50.0,2018,6,0.36
North Fork of Little River: SE 34th St.,2018-08-18,126.0,7.8,0.3,0.03,0.03,0.05,30.0,2018,8,0.36
North Stillwater Creek: CR150,2012-12-14,,,,,,,,2012,12,0.36
North Stillwater Creek: CR150,2013-01-14,,,,,,,,2013,1,0.36
North Stillwater Creek: CR150,2013-02-14,,,,,,,,2013,2,0.36
Northeast Creek: Metro Tech,2016-02-27,71.0,7.5,0.3,0.03,0.03,0.06,90.0,2016,2,0.36
Northeast Creek: Metro Tech,2016-08-20,100.0,8.0,,,0.03,0.02,60.0,2016,8,0.36
Northeast Creek: Metro Tech,2016-09-17,57.0,7.5,0.3,0.03,0.03,0.027,30.0,2016,9,0.36
Northeast Creek: Metro Tech,2016-11-19,37.0,7.5,0.3,0.03,0.03,0.005,65.0,2016,11,0.36
Northeast Creek: Metro Tech,2017-01-21,43.0,7.5,0.3,0.03,0.03,0.005,65.0,2017,1,0.36
Northeast Creek: Metro Tech,2017-02-09,90.0,7.5,0.3,0.03,0.03,0.005,220.0,2017,2,0.36
Northeast Creek: Metro Tech,2017-04-15,64.0,7.0,0.3,0.03,0.03,0.073,40.0,2017,4,0.36
Northeast Creek: Metro Tech,2017-08-19,51.0,7.5,0.3,0.03,0.2,0.067,50.0,2017,8,0.53
Northeast Creek: Metro Tech,2017-09-16,81.0,7.5,0.3,0.3,0.03,0.37,20.0,2017,9,0.63
Northeast Creek: Metro Tech,2017-12-16,67.0,7.5,0.3,0.03,0.03,0.053,120.0,2017,12,0.36
Northeast Creek: Metro Tech,2018-01-20,104.0,7.5,0.3,0.03,0.03,0.047,140.0,2018,1,0.36
Northeast Creek: Metro Tech,2018-02-17,104.0,7.5,0.3,0.03,0.03,0.067,25.0,2018,2,0.36
Northeast Creek: Metro Tech,2018-05-19,34.0,6.0,0.3,0.03,0.2,0.2,50.0,2018,5,0.53
Northeast Creek: Metro Tech,2018-10-20,105.0,7.5,0.3,0.03,0.03,0.047,140.0,2018,10,0.36
Northeast Creek: Metro Tech,2018-11-17,44.0,7.5,0.3,0.03,0.03,0.133,85.0,2018,11,0.36
Northeast Creek: Metro Tech,2018-12-14,,7.5,1.0,0.03,0.03,,35.0,2018,12,1.06
Northeast Creek: Metro Tech,2019-02-16,103.0,7.5,0.3,0.03,0.03,0.053,140.0,2019,2,0.36
Northeast Creek: Metro Tech,2019-10-15,57.0,7.5,0.3,0.03,0.03,0.1,140.0,2019,10,0.36
Northeast Creek: Metro Tech,2019-11-16,18.0,6.0,0.3,0.03,0.03,0.167,140.0,2019,11,0.36
Northeast Creek: Metro Tech,2020-01-18,95.0,7.5,2.0,0.03,0.03,0.133,35.0,2020,1,2.06
Northeast Creek: Metro Tech,2020-02-15,98.0,7.25,0.3,0.03,0.03,0.073,140.0,2020,2,0.36
Okmulgee Creek: 20th Street,2005-01-20,113.0,7.5,0.11,,0.1,0.026,30.0,2005,1,0.24
Okmulgee Creek: 20th Street,2005-02-01,75.0,7.5,0.04,,0.1,0.005,35.0,2005,2,0.17
Okmulgee Creek: 20th Street,2005-03-01,87.0,7.25,0.3,,0.1,0.005,30.0,2005,3,0.43
Okmulgee Creek: Creek Complex,2020-09-09,63.0,7.5,0.3,0.03,0.1,0.2,20.0,2020,9,0.43
Okmulgee Creek: Creek Complex,2020-10-22,70.0,7.5,0.3,0.03,0.1,0.08,50.0,2020,10,0.43
Okmulgee Creek: Deep Fork Confluence,2005-01-20,82.0,8.0,4.6,,0.1,4.3,100.0,2005,1,4.73
Okmulgee Creek: Deep Fork Confluence,2005-02-01,67.0,8.0,0.8,,0.1,1.6,100.0,2005,2,0.93
Okmulgee Creek: Deep Fork Confluence,2005-03-01,90.0,7.5,1.5,,0.1,5.0,90.0,2005,3,1.63
Okmulgee Creek: 13th St.,2018-11-30,92.0,7.5,0.3,0.03,0.03,0.027,30.0,2018,11,0.36
Okmulgee Creek: 13th St.,2019-01-12,,7.0,0.3,0.03,0.03,0.02,15.0,2019,1,0.36
Okmulgee Creek: 13th St.,2019-02-23,101.0,7.5,0.3,0.03,0.03,0.1,30.0,2019,2,0.36
Okmulgee Creek: 13th St.,2019-03-23,89.0,7.5,0.3,0.03,0.03,0.027,40.0,2019,3,0.36
Okmulgee Creek: 13th St.,2019-04-19,66.0,7.5,0.3,0.03,0.03,,,2019,4,0.36
Okmulgee Creek: 13th St.,2019-06-19,135.0,7.5,0.3,0.03,0.03,0.1,20.0,2019,6,0.36
Okmulgee Creek: 13th St.,2019-07-26,75.0,7.5,0.3,0.03,0.03,0.133,30.0,2019,7,0.36
Okmulgee Creek: 13th St.,2019-08-31,100.0,7.5,0.3,0.03,0.03,0.1,25.0,2019,8,0.36
Okmulgee Creek: 13th St.,2019-09-28,97.0,7.0,0.3,0.03,0.03,0.133,15.0,2019,9,0.36
Okmulgee Creek: 13th St.,2019-11-24,96.0,5.4,0.3,0.03,0.03,0.033,30.0,2019,11,0.36
Okmulgee Creek: 13th St.,2019-12-28,93.0,7.5,0.3,0.03,0.03,0.033,25.0,2019,12,0.36
Okmulgee Creek: 13th St.,2020-01-18,87.0,7.0,0.3,0.03,0.03,0.033,25.0,2020,1,0.36
Okmulgee Creek: 13th St.,2020-05-30,93.0,7.0,0.3,0.03,0.03,0.005,25.0,2020,5,0.36
Okmulgee Creek: 13th St.,2020-06-12,93.0,7.5,0.3,0.03,0.03,0.033,40.0,2020,6,0.36
Okmulgee Creek: Muskogee Ave.,2019-10-16,96.0,6.5,0.3,0.03,0.03,0.027,20.0,2019,10,0.36
Okmulgee Creek: Muskogee Ave.,2019-11-19,93.0,6.5,0.3,0.03,0.03,0.027,20.0,2019,11,0.36
Okmulgee Creek: Muskogee Ave.,2019-12-16,85.0,6.5,0.3,0.03,0.03,0.027,20.0,2019,12,0.36
Owasso Creek,2019-06-03,102.0,7.8,0.3,0.03,0.03,0.08,65.0,2019,6,0.36
Owasso Creek,2019-07-04,63.0,7.5,0.3,0.03,0.03,0.005,20.0,2019,7,0.36
Owasso Creek,2019-09-10,102.0,7.8,0.3,0.03,0.03,0.005,35.0,2019,9,0.36
Owasso Creek,2019-10-07,115.0,7.8,0.3,0.03,0.03,0.047,20.0,2019,10,0.36
Owasso Creek,2019-11-03,128.0,7.8,0.3,0.03,0.03,0.005,25.0,2019,11,0.36
Owasso Creek,2019-12-11,123.0,7.8,0.3,0.03,0.03,0.005,30.0,2019,12,0.36
Owasso Creek,2020-01-08,135.0,8.0,0.3,0.03,0.03,0.005,40.0,2020,1,0.36
Owasso Creek,2020-02-07,,7.8,0.3,0.03,0.03,0.005,70.0,2020,2,0.36
Owasso Creek,2020-03-04,107.0,7.8,0.3,0.03,0.03,0.005,55.0,2020,3,0.36
Owasso Creek,2020-04-08,100.0,7.8,0.3,0.03,0.03,0.005,45.0,2020,4,0.36
Owasso Creek,2020-05-04,140.0,7.8,0.3,0.03,0.03,0.033,30.0,2020,5,0.36
Owasso Creek,2020-06-11,97.0,7.8,1.0,0.03,0.03,0.005,35.0,2020,6,1.06
Owasso Creek,2020-07-14,75.0,7.5,1.0,0.03,0.03,0.005,20.0,2020,7,1.06
Owasso Creek,2020-08-15,112.0,7.8,0.3,0.03,0.03,0.005,25.0,2020,8,0.36
Owasso Creek,2020-09-12,83.0,7.8,0.3,0.03,0.03,0.033,25.0,2020,9,0.36
Owasso Creek,2020-10-08,105.0,7.8,0.3,0.03,0.03,0.005,40.0,2020,10,0.36
Panther Creek: Hwy 49,2005-01-26,100.0,7.5,0.3,,0.03,0.013,10.0,2005,1,0.36
Panther Creek: Hwy 49,2005-02-23,125.0,7.0,0.2,,0.03,0.013,10.0,2005,2,0.26
Panther Creek: Hwy 49,2005-03-29,105.0,7.5,0.03,,0.03,0.007,15.0,2005,3,0.09
Panther Creek: Hwy 49,2005-04-27,90.0,7.4,0.3,,0.03,0.04,10.0,2005,4,0.36
Panther Creek: Hwy 49,2005-05-25,68.0,7.5,0.3,,0.03,0.007,15.0,2005,5,0.36
Panther Creek: Hwy 49,2005-05-29,63.0,7.25,0.3,,0.03,0.005,15.0,2005,5,0.36
Panther Creek: Hwy 49,2005-07-27,120.0,7.5,0.3,,0.03,0.013,10.0,2005,7,0.36
Panther Creek: Hwy 49,2005-08-22,,,,,,,,2005,8,0.36
Panther Creek: Hwy 49,2005-09-29,24.0,,0.3,0.03,0.03,0.007,10.0,2005,9,0.36
Panther Creek: Hwy 49,2005-12-28,,7.0,0.3,0.03,0.03,0.005,10.0,2005,12,0.36
Panther Creek: Hwy 49,2006-01-26,55.0,7.1,0.3,0.03,0.03,0.005,15.0,2006,1,0.36
Panther Creek: Hwy 49,2006-02-23,48.0,7.3,0.5,0.08,0.1,0.007,15.0,2006,2,0.68
Panther Creek: Hwy 49,2006-06-26,,,,,,,,2006,6,0.36
Panther Creek: Hwy 49,2006-07-27,,,,,,,,2006,7,0.36
Panther Creek: Hwy 49,2006-08-30,,,,,,,,2006,8,0.36
Panther Creek: Hwy 49,2006-09-27,90.0,7.25,0.5,0.08,0.1,0.007,10.0,2006,9,0.68
Panther Creek: Hwy 49,2006-10-31,85.0,7.25,0.5,0.08,0.1,0.007,10.0,2006,10,0.68
Panther Creek: Hwy 49,2006-11-24,47.0,7.25,0.5,0.08,0.1,0.007,10.0,2006,11,0.68
Panther Creek: Hwy 49,2006-12-27,73.0,7.25,0.5,0.08,0.1,0.02,10.0,2006,12,0.68
Panther Creek: Hwy 49,2007-01-30,95.0,7.0,1.0,1.0,0.1,0.007,10.0,2007,1,2.1
Panther Creek: Hwy 49,2007-02-28,89.0,7.25,0.5,0.08,0.1,0.02,10.0,2007,2,0.68
Panther Creek: Hwy 49,2007-03-26,77.0,7.25,0.5,0.08,0.1,0.02,10.0,2007,3,0.68
Panther Creek: Hwy 49,2007-06-24,119.0,7.25,0.5,0.08,0.1,0.007,5.0,2007,6,0.68
Panther Creek: Hwy 49,2007-07-26,106.0,7.0,0.5,0.08,0.1,0.007,5.0,2007,7,0.68
Panther Creek: Hwy 49,2007-08-28,112.0,7.0,0.5,0.08,0.1,0.007,10.0,2007,8,0.68
Panther Creek: Hwy 49,2007-09-25,102.0,7.25,0.5,0.08,0.1,0.007,5.0,2007,9,0.68
Panther Creek: Hwy 49,2007-10-30,95.0,7.0,0.5,0.08,0.1,0.007,10.0,2007,10,0.68
Panther Creek: Hwy 49,2008-01-28,90.0,7.5,0.5,0.08,0.1,0.007,15.0,2008,1,0.68
Panther Creek: Hwy 49,2008-02-27,85.0,7.5,0.5,0.08,0.1,0.007,5.0,2008,2,0.68
Panther Creek: Hwy 49,2008-03-26,106.0,7.0,0.5,0.08,0.1,0.007,10.0,2008,3,0.68
Panther Creek: Hwy 49,2008-05-28,136.0,7.25,0.5,0.08,0.1,0.007,5.0,2008,5,0.68
Panther Creek: Hwy 49,2008-06-25,85.0,7.25,0.5,0.08,0.1,0.007,15.0,2008,6,0.68
Panther Creek: Hwy 49,2008-08-26,95.0,7.25,0.5,0.08,0.1,0.02,15.0,2008,8,0.68
Panther Creek: Hwy 49,2008-10-30,92.0,7.25,0.5,0.08,0.1,0.007,5.0,2008,10,0.68
Panther Creek: Hwy 49,2009-02-19,72.0,7.75,0.5,0.08,0.1,0.007,10.0,2009,2,0.68
Panther Creek: Hwy 49,2009-03-31,80.0,7.25,0.5,0.08,0.1,0.007,10.0,2009,3,0.68
Panther Creek: Hwy 49,2012-09-23,,,,,,,,2012,9,0.36
Panther Creek: Hwy 49,2012-10-28,,,,,,,,2012,10,0.36
Panther Creek: Hwy 49,2012-11-24,,,,,,,,2012,11,0.36
Panther Creek: Hwy 49,2012-12-23,,,,,,,,2012,12,0.36
Panther Creek: Hwy 49,2013-01-27,,,,,,,,2013,1,0.36
Panther Creek: Hwy 49,2013-02-23,145.0,7.5,5.0,0.03,0.03,0.005,15.0,2013,2,5.06
Panther Creek: Hwy 49,2013-04-28,136.0,7.5,10.0,0.03,0.03,0.005,15.0,2013,4,10.06
Panther Creek: Hwy 49,2013-05-26,95.0,7.5,5.0,0.03,0.03,0.005,20.0,2013,5,5.06
Park Hill Branch Creek: Murrell Home,2005-01-13,96.0,7.0,0.38,,0.03,0.015,5.0,2005,1,0.44
Park Hill Branch Creek: Murrell Home,2005-02-04,113.0,7.5,1.5,,0.03,0.005,10.0,2005,2,1.56
Park Hill Branch Creek: Murrell Home,2005-03-10,136.0,7.5,1.2,,0.03,0.06,15.0,2005,3,1.26
Park Hill Branch Creek: Murrell Home,2005-04-20,65.0,7.5,0.8,,0.03,0.027,10.0,2005,4,0.86
Park Hill Branch Creek: Murrell Home,2005-08-07,151.0,7.25,1.0,0.03,,0.05,10.0,2005,8,1.06
Park Hill Branch Creek: Murrell Home,2005-10-08,110.0,7.5,1.5,0.03,0.03,0.033,5.0,2005,10,1.56
Park Hill Branch Creek: Murrell Home,2005-11-06,95.0,7.5,2.0,0.03,0.03,0.007,15.0,2005,11,2.06
Park Hill Branch Creek: Murrell Home,2006-02-04,110.0,7.5,2.0,0.03,0.03,0.033,15.0,2006,2,2.06
Park Hill Branch Creek: Murrell Home,2008-03-08,140.0,7.5,0.3,0.15,0.1,0.02,15.0,2008,3,0.55
Park Hill Branch Creek: Murrell Home,2008-05-16,102.0,7.5,0.5,0.3,0.1,0.08,15.0,2008,5,0.9
Park Hill Branch Creek: Murrell Home,2008-06-07,115.0,7.5,1.5,0.08,0.1,0.1,15.0,2008,6,1.68
Park Hill Branch Creek: Murrell Home,2008-07-13,93.0,7.5,1.0,0.08,0.1,0.113,10.0,2008,7,1.18
Park Hill Branch Creek: Murrell Home,2009-04-04,94.0,7.5,,0.15,0.2,,15.0,2009,4,0.65
Park Hill Branch Creek: Murrell Home,2009-06-07,,7.5,,1.5,0.1,0.007,10.0,2009,6,1.9
Park Hill Branch Creek: Murrell Home,2009-07-03,71.0,7.0,1.0,0.15,,0.02,10.0,2009,7,1.18
Park Hill Branch Creek: Murrell Home,2009-08-08,96.0,7.5,2.0,0.15,0.2,0.083333333,15.0,2009,8,2.35
Park Hill Branch Creek: Murrell Home,2009-09-07,99.0,7.5,1.0,0.15,0.1,0.073333333,10.0,2009,9,1.25
Park Hill Branch Creek: Murrell Home,2009-10-04,91.0,7.4,2.0,0.15,0.1,0.007,10.0,2009,10,2.25
Park Hill Branch Creek: Murrell Home,2009-11-08,87.0,7.4,2.0,,0.1,0.007,10.0,2009,11,2.13
Park Hill Branch Creek: Murrell Home,2009-12-06,103.0,7.4,2.0,,0.1,0.000133333,15.0,2009,12,2.13
Park Hill Branch Creek: Murrell Home,2010-01-17,34.0,7.5,1.0,,0.1,0.013333333,15.0,2010,1,1.13
Park Hill Branch Creek: Murrell Home,2010-02-07,79.0,7.6,2.0,,0.1,0.02,15.0,2010,2,2.13
Park Hill Branch Creek: Murrell Home,2010-03-07,81.0,7.4,2.0,,0.1,0.013333333,10.0,2010,3,2.13
Park Hill Branch Creek: Murrell Home,2010-04-03,46.0,7.6,1.5,,0.2,0.04,10.0,2010,4,1.73
Park Hill Branch Creek: Murrell Home,2010-05-02,74.0,7.4,1.5,0.15,0.1,0.02,10.0,2010,5,1.75
Park Hill Branch Creek: Murrell Home,2010-06-06,75.0,7.4,1.5,0.15,0.1,0.007,10.0,2010,6,1.75
Park Hill Branch Creek: Murrell Home,2010-07-04,90.0,7.5,1.0,0.15,0.1,0.007,15.0,2010,7,1.25
Park Hill Branch Creek: Murrell Home,2010-08-08,64.0,7.3,2.0,0.3,0.1,0.026666667,15.0,2010,8,2.4
Park Hill Branch Creek: Murrell Home,2010-09-06,64.0,7.2,1.0,,0.1,0.02,15.0,2010,9,1.13
Park Hill Branch Creek: Murrell Home,2011-01-08,41.0,7.5,1.5,,,,,2011,1,1.56
Park Hill Branch Creek: Murrell Home,2011-02-12,57.0,7.3,1.5,,0.2,0.007,30.0,2011,2,1.73
Park Hill Branch Creek: Murrell Home,2011-03-13,47.0,7.3,1.5,,0.1,0.006666667,20.0,2011,3,1.63
Park Hill Branch Creek: Murrell Home,2011-04-09,70.0,7.4,1.5,,0.1,0.007,15.0,2011,4,1.63
Park Hill Branch Creek: Murrell Home,2011-05-14,78.0,7.4,1.5,,0.1,0.007,10.0,2011,5,1.63
Park Hill Branch Creek: Murrell Home,2011-06-18,69.0,7.5,1.0,,0.1,0.066666667,10.0,2011,6,1.13
Park Hill Branch Creek: Murrell Home,2011-07-10,65.0,7.5,1.0,0.15,0.1,0.007,10.0,2011,7,1.25
Park Hill Branch Creek: Murrell Home,2011-08-07,81.0,7.3,2.0,,0.1,0.053333333,20.0,2011,8,2.13
Park Hill Branch Creek: Murrell Home,2011-09-11,,7.3,3.0,,0.1,0.093333333,20.0,2011,9,3.13
Park Hill Branch Creek: Murrell Home,2011-10-09,81.0,7.5,2.0,,0.1,0.066666667,20.0,2011,10,2.13
Park Hill Branch Creek: Murrell Home,2011-11-06,78.0,7.5,2.0,,0.1,0.06,20.0,2011,11,2.13
Park Hill Branch Creek: Murrell Home,2011-11-07,,,,,,,,2011,11,0.36
Park Hill Branch Creek: Murrell Home,2011-12-04,80.0,7.3,1.5,,0.1,0.066666667,15.0,2011,12,1.63
Park Hill Branch Creek: Murrell Home,2011-12-12,75.0,7.3,1.5,,,,,2011,12,1.56
Park Hill Branch Creek: Murrell Home,2012-01-08,82.0,7.5,2.0,,0.1,0.02,15.0,2012,1,2.13
Park Hill Branch Creek: Murrell Home,2012-03-04,78.0,7.5,2.0,1.0,0.1,0.007,10.0,2012,3,3.1
Park Hill Branch Creek: Murrell Home,2012-05-06,85.0,7.5,2.0,,0.1,0.007,15.0,2012,5,2.13
Park Hill Branch Creek: Murrell Home,2012-06-10,94.0,7.5,2.0,,0.1,0.007,15.0,2012,6,2.13
Park Hill Branch Creek: Murrell Home,2012-07-15,65.0,7.4,2.0,0.15,0.1,,25.0,2012,7,2.25
Park Hill Branch Creek: Murrell Home,2012-10-14,64.0,7.3,2.0,,0.1,0.12,10.0,2012,10,2.13
Park Hill Branch Creek: Murrell Home,2012-11-12,62.0,7.5,2.0,,0.1,0.093333333,15.0,2012,11,2.13
Park Hill Branch Creek: Murrell Home,2012-12-08,49.0,7.5,2.0,,0.1,0.033333333,15.0,2012,12,2.13
Park Hill Branch Creek: Murrell Home,2013-02-10,81.0,7.5,1.0,,0.1,0.007,15.0,2013,2,1.13
Park Hill Branch Creek: Murrell Home,2013-03-12,81.0,7.4,,,0.1,0.153333333,10.0,2013,3,0.43
Park Hill Branch Creek: Murrell Home,2013-04-17,66.0,7.5,,1.0,0.1,0.02,15.0,2013,4,1.4
Park Hill Branch Creek: Murrell Home,2013-05-05,98.0,7.6,1.0,,0.1,0.007,10.0,2013,5,1.13
Park Hill Branch Creek: Murrell Home,2013-07-14,86.0,7.6,2.0,,0.1,0.046666667,15.0,2013,7,2.13
Park Hill Branch Creek: Murrell Home,2015-10-03,50.0,7.3,1.5,0.03,0.03,0.04,15.0,2015,10,1.56
Park Hill Branch Creek: Murrell Home,2015-12-05,78.0,7.5,1.5,0.03,0.03,0.02,10.0,2015,12,1.56
Park Hill Branch Creek: Murrell Home,2016-01-23,114.0,7.5,1.0,0.03,0.03,0.02,15.0,2016,1,1.06
Park Hill Branch Creek: Murrell Home,2016-03-05,126.0,7.5,1.0,0.03,0.03,0.005,15.0,2016,3,1.06
Park Hill Branch Creek: Murrell Home,2016-04-09,112.0,7.5,1.0,0.03,0.03,0.027,10.0,2016,4,1.06
Park Hill Branch Creek: Murrell Home,2016-05-07,105.0,7.5,0.5,0.03,0.03,0.027,10.0,2016,5,0.56
Park Hill Branch Creek: Murrell Home,2016-07-09,90.0,7.5,2.0,0.03,0.03,0.06,15.0,2016,7,2.06
Park Hill Branch Creek: Murrell Home,2016-08-10,140.0,7.5,1.0,0.03,0.03,0.093,15.0,2016,8,1.06
Park Hill Branch Creek: Murrell Home,2016-10-01,90.0,7.4,2.0,0.03,0.03,0.127,20.0,2016,10,2.06
Park Hill Branch Creek: Murrell Home,2016-11-16,111.0,7.5,1.5,0.03,0.03,0.073,20.0,2016,11,1.56
Park Hill Branch Creek: Murrell Home,2016-12-03,95.0,7.4,1.2,0.03,0.03,0.067,20.0,2016,12,1.26
"Park Hill Branch: N 4520 Road, Trailer Park",2005-02-04,,8.0,0.18,,0.03,0.005,5.0,2005,2,0.24
Parkhill Branch: Parkhill Rd.,2013-06-08,110.0,7.25,1.0,0.03,0.1,0.033,15.0,2013,6,1.13
Parkhill Branch: Parkhill Rd.,2013-07-13,75.0,7.25,0.3,0.03,0.1,0.036,10.0,2013,7,0.43
Parkhill Branch: Parkhill Rd.,2013-08-09,61.0,7.5,0.3,0.03,0.1,0.02,15.0,2013,8,0.43
Parkhill Branch: Parkhill Rd.,2013-09-08,69.0,7.25,0.3,0.03,0.1,0.023,15.0,2013,9,0.43
Parkhill Branch: Parkhill Rd.,2013-10-06,70.0,7.25,0.5,0.03,0.1,0.027,10.0,2013,10,0.63
Parkhill Branch: Parkhill Rd.,2013-11-16,88.0,7.75,0.5,0.03,0.2,0.033,15.0,2013,11,0.73
Parkhill Branch: Parkhill Rd.,2014-01-18,92.0,7.75,1.0,0.03,0.03,0.043,15.0,2014,1,1.06
Parkhill Branch: Parkhill Rd.,2014-02-08,,8.0,0.3,0.03,0.03,0.02,25.0,2014,2,0.36
Parkhill Branch: Parkhill Rd.,2014-04-12,,7.75,0.3,0.03,,0.013,20.0,2014,4,0.36
Parkhill Branch: Parkhill Rd.,2014-05-17,95.0,7.75,0.3,0.03,0.03,0.02,15.0,2014,5,0.36
Parkhill Branch: Parkhill Rd.,2014-07-19,98.0,7.75,0.3,0.03,0.03,0.027,15.0,2014,7,0.36
Parkhill Branch: Parkhill Rd.,2014-08-09,75.0,7.8,0.3,0.03,0.1,0.93,20.0,2014,8,0.43
Parkhill Branch: Parkhill Rd.,2014-09-27,125.0,7.75,0.3,0.03,0.03,,15.0,2014,9,0.36
Parkhill Branch: Parkhill Rd.,2014-11-09,100.0,7.75,0.3,0.03,0.03,0.027,15.0,2014,11,0.36
Parkhill Branch: Parkhill Rd.,2015-06-20,101.0,7.5,0.5,0.03,0.03,0.086,10.0,2015,6,0.56
Parkhill Branch: Parkhill Rd.,2015-07-31,106.0,7.5,0.5,0.03,0.03,0.08,15.0,2015,7,0.56
Parkhill Branch: Parkhill Rd.,2015-08-29,101.0,7.5,0.5,0.03,0.1,0.04,10.0,2015,8,0.63
Parkhill Branch: Parkhill Rd.,2015-09-27,90.0,7.25,0.3,0.03,0.03,0.04,15.0,2015,9,0.36
Parkhill Branch: Parkhill Rd.,2015-10-24,85.0,7.5,0.5,0.03,0.03,0.02,10.0,2015,10,0.56
Parkhill Branch: Parkhill Rd.,2016-01-31,130.0,8.25,0.5,0.03,0.03,0.053,15.0,2016,1,0.56
Pecan Creek; S. Butler Rd.,2018-03-10,126.0,8.0,0.3,0.03,,0.005,10.0,2018,3,0.36
Pecan Creek; S. Butler Rd.,2018-04-14,132.0,8.0,0.3,0.03,0.03,0.005,10.0,2018,4,0.36
Pennington Creek,2011-05-29,79.0,7.5,,,0.1,0.046666667,25.0,2011,5,0.43
Pennington Creek,2011-06-24,79.0,7.5,,,0.1,0.033333333,30.0,2011,6,0.43
Pennington Creek,2011-07-29,,7.5,,,0.1,0.033333333,15.0,2011,7,0.43
Pennington Creek,2011-08-27,74.0,8.0,,,0.1,0.033333333,20.0,2011,8,0.43
Pennington Creek: Refuge Airport,2006-12-27,13.0,8.0,1.0,0.15,0.4,0.087,10.0,2006,12,1.55
Pennington Creek: Refuge Airport,2007-01-29,,,0.5,0.08,0.1,0.007,5.0,2007,1,0.68
Pennington Creek: Refuge Airport,2007-02-28,40.0,7.5,1.0,0.08,0.1,0.027,15.0,2007,2,1.18
Pennington Creek: Underwood,2009-03-21,125.0,7.6,1.0,0.08,0.1,0.007,5.0,2009,3,1.18
Pennington Creek: Underwood,2009-04-18,129.0,7.5,1.0,0.08,0.2,0.047,10.0,2009,4,1.28
Pennington Creek: Turnaround,2011-04-11,,7.8,,,0.1,0.007,10.0,2011,4,0.43
Pennington Creek: Turnaround,2011-05-12,36.0,7.7,,,0.2,0.033333333,10.0,2011,5,0.53
Pennington Creek: Turnaround,2011-06-26,55.0,8.0,,,0.1,0.046666667,10.0,2011,6,0.43
Pennington Creek: Turnaround,2011-07-14,85.0,8.0,,,0.1,0.04,20.0,2011,7,0.43
Pennington Creek: Turnaround,2011-09-07,96.0,8.0,,,0.1,0.026666667,10.0,2011,9,0.43
Pennington Creek: Turnaround,2011-10-14,86.0,7.8,,,0.1,0.026666667,10.0,2011,10,0.43
Pennington Creek: Turnaround,2011-11-15,82.0,7.8,,,0.1,0.02,10.0,2011,11,0.43
Pennington Creek: Turnaround,2011-12-11,106.0,7.7,,,0.1,0.013333333,10.0,2011,12,0.43
Pennington Creek: Turnaround,2012-01-21,103.0,7.8,,,0.1,0.02,10.0,2012,1,0.43
Pennington Creek: Turnaround,2012-02-09,101.0,7.6,,,0.1,0.02,10.0,2012,2,0.43
Pennington Creek: Turnaround,2012-03-14,90.0,7.8,,,0.1,0.02,10.0,2012,3,0.43
Pennington Creek: Turnaround,2012-04-05,90.0,7.8,1.0,,0.1,0.04,10.0,2012,4,1.13
Pennington Creek: Turnaround,2012-05-14,109.0,7.8,,,0.8,0.02,10.0,2012,5,1.13
